item1,item2,item3,value1,value2,value3,part_item1,part_item2,part_item3,part_value1,part_value2,part_value3,reward,agreement,text,convo.id
3,1,1,7,3,0,3,1,1,1,3,2,9,agree,YOU: gimme the hat and the books <eos> THEM: i want two books and the balls <eos> YOU: give me 2 books and the hat <eos> THEM: ok <eos> YOU: <selection>,9982
3,1,1,1,3,2,3,1,1,7,3,0,7,agree,THEM: gimme the hat and the books <eos> YOU: i want two books and the balls <eos> THEM: give me 2 books and the hat <eos> YOU: ok <eos> THEM: <selection>,9983
2,3,1,0,2,2,2,0,1,4,2,3,8,agree,"THEM: you take the books , i take the hat and the balls <eos> YOU: i will accept only if i can have one ball as well <eos> THEM: i can't , i need all 3 of those items <eos> YOU: then no deal . i'm sorry <eos> THEM: so i will take 1 hat and 1 ball , that's fine <eos> YOU: okay great ! thank you ! <eos> THEM: <selection>",9984
2,0,1,4,2,3,2,3,1,0,2,2,7,agree,"YOU: you take the books , i take the hat and the balls <eos> THEM: i will accept only if i can have one ball as well <eos> YOU: i can't , i need all 3 of those items <eos> THEM: then no deal . i'm sorry <eos> YOU: so i will take 1 hat and 1 ball , that's fine <eos> THEM: okay great ! thank you ! <eos> YOU: <selection>",9985
3,2,3,0,1,4,3,1,3,2,1,1,6,disagree,YOU: i'd like 1 book 1 hat and 1 ball <eos> THEM: <selection>,9986
4,1,1,4,1,2,4,0,1,1,1,9,4,disagree,THEM: i would like the ball . you can have the rest ? <eos> YOU: ill take the books and hat ? deal . <eos> THEM: sure <eos> YOU: <selection>,9987
4,0,1,1,1,9,4,1,1,4,1,2,9,disagree,YOU: i would like the ball . you can have the rest ? <eos> THEM: ill take the books and hat ? deal . <eos> YOU: sure <eos> THEM: <selection>,9988
2,3,1,1,3,1,2,0,1,4,3,2,7,agree,THEM: i need the hat and 2 balls <eos> YOU: i'll take two books and a ball then . <eos> THEM: sounds good <eos> YOU: <selection>,9989
2,0,1,4,3,2,2,3,1,1,3,1,8,agree,YOU: i need the hat and 2 balls <eos> THEM: i'll take two books and a ball then . <eos> YOU: sounds good <eos> THEM: <selection>,9990
1,0,4,1,1,6,1,1,4,0,1,9,NA,disagree,"YOU: i want ball and 2 hats <eos> THEM: i can agree on the two hats but not the ball . what about i give you the two hats and a book ? <eos> YOU: too low - need ball and 2 hats ; book is almost zip <eos> THEM: what about three hats ? <eos> YOU: no <eos> THEM: four hats and a book ? <eos> YOU: no - would take ball and 1 hat <eos> THEM: hardcore basketball fan here . not giving up the ball <eos> YOU: guess we are done <eos> THEM: well , i'm willing to give everything but one item . don't know how you can lose . you will have all the books and all the hats . and i will remain with just one ball <eos> YOU: all the rest is too low <eos> THEM: no deal then <eos> YOU: <selection>",9991
3,0,2,5,2,0,3,2,2,1,2,1,10,agree,YOU: if i can have the hats and one ball you can have the rest <eos> THEM: ok <eos> YOU: thank you ! <eos> THEM: <selection>,9992
3,2,2,1,2,1,3,0,2,5,2,0,7,agree,THEM: if i can have the hats and one ball you can have the rest <eos> YOU: ok <eos> THEM: thank you ! <eos> YOU: <selection>,9993
2,0,1,4,2,3,2,1,1,2,2,3,7,agree,YOU: give me hat and ball <eos> THEM: i will need at least one ball . <eos> YOU: ok <eos> THEM: <selection>,9994
2,1,1,2,2,3,2,0,1,4,2,3,5,agree,THEM: give me hat and ball <eos> YOU: i will need at least one ball . <eos> THEM: ok <eos> YOU: <selection>,9995
3,2,1,4,3,0,3,0,1,4,3,2,10,agree,"THEM: hello i would like the hat and the balls - what about you ? <eos> YOU: i want the hat too and at least two balls , <eos> THEM: that is not going to work for me at all . i can give away all the books . <eos> YOU: whats the worth of your hat ? and balls ? <eos> THEM: hat is 4 balls are 2 <eos> YOU: let me leave you the balls and i take the hat please . its the only thing with worth over here <eos> THEM: okay i guess i can make the work <eos> YOU: good its a deal ! <eos> THEM: <selection>",9996
3,0,1,4,3,2,3,2,1,4,3,0,6,agree,"YOU: hello i would like the hat and the balls - what about you ? <eos> THEM: i want the hat too and at least two balls , <eos> YOU: that is not going to work for me at all . i can give away all the books . <eos> THEM: whats the worth of your hat ? and balls ? <eos> YOU: hat is 4 balls are 2 <eos> THEM: let me leave you the balls and i take the hat please . its the only thing with worth over here <eos> YOU: okay i guess i can make the work <eos> THEM: good its a deal ! <eos> YOU: <selection>",9997
2,1,2,3,1,2,2,0,2,0,1,10,6,agree,"THEM: i would like the ball and the books . <eos> YOU: ok , i will take the 2 hats <eos> THEM: deal . <eos> YOU: <selection>",9998
2,0,2,0,1,10,2,1,2,3,1,2,10,agree,"YOU: i would like the ball and the books . <eos> THEM: ok , i will take the 2 hats <eos> YOU: deal . <eos> THEM: <selection>",9999
1,8,3,0,1,2,1,0,3,2,1,4,10,agree,"THEM: i want the ball and two hats <eos> YOU: you can have all of the hats , i'll take the ball and book <eos> THEM: deal <eos> YOU: <selection>",10000
1,0,3,2,1,4,1,8,3,0,1,2,6,agree,"YOU: i want the ball and two hats <eos> THEM: you can have all of the hats , i'll take the ball and book <eos> YOU: deal <eos> THEM: <selection>",10001
1,8,3,0,2,1,1,4,3,2,2,0,8,agree,"THEM: i'd like the booka nd 2 hats , you keep the balls and 1 hat ? <eos> YOU: i need the book and you can have the rest <eos> THEM: balls are no value to me . . . i need the book and at least 1 hat . <eos> YOU: no book no deal <eos> THEM: no deal it is . <eos> YOU: no deal <eos> THEM: eh , you know what . . . take the book ; i'll take everything else . <eos> YOU: okay <eos> THEM: <selection>",10002
1,4,3,2,2,0,1,8,3,0,2,1,6,agree,"YOU: i'd like the booka nd 2 hats , you keep the balls and 1 hat ? <eos> THEM: i need the book and you can have the rest <eos> YOU: balls are no value to me . . . i need the book and at least 1 hat . <eos> THEM: no book no deal <eos> YOU: no deal it is . <eos> THEM: no deal <eos> YOU: eh , you know what . . . take the book ; i'll take everything else . <eos> THEM: okay <eos> YOU: <selection>",10003
1,4,2,1,4,1,1,2,2,4,4,0,5,agree,"YOU: i want the book , both hats and 1 ball <eos> THEM: balls are worthless for me . <eos> YOU: ok , i'll take the balls and one hat <eos> THEM: ok , thanks <eos> YOU: <selection>",10004
1,2,2,4,4,0,1,4,2,1,4,1,6,agree,"THEM: i want the book , both hats and 1 ball <eos> YOU: balls are worthless for me . <eos> THEM: ok , i'll take the balls and one hat <eos> YOU: ok , thanks <eos> THEM: <selection>",10005
2,1,2,1,2,3,2,2,2,0,2,3,6,agree,"THEM: i'll take two balls and a book . you can have two hats and a book . <eos> YOU: i need the balls too . could you accept any offer where i get both balls ? <eos> THEM: i would feel better if i got a ball and a book . <eos> YOU: so did you want 2 books or just 1 ? <eos> THEM: you can have the other book . <eos> YOU: ok , so 1 ball , 2 hats , 1 book for me , 1 book and 1 ball for you ? <eos> THEM: yes . <eos> YOU: deal <eos> THEM: <selection>",10006
2,2,2,0,2,3,2,1,2,1,2,3,5,agree,"YOU: i'll take two balls and a book . you can have two hats and a book . <eos> THEM: i need the balls too . could you accept any offer where i get both balls ? <eos> YOU: i would feel better if i got a ball and a book . <eos> THEM: so did you want 2 books or just 1 ? <eos> YOU: you can have the other book . <eos> THEM: ok , so 1 ball , 2 hats , 1 book for me , 1 book and 1 ball for you ? <eos> YOU: yes . <eos> THEM: deal <eos> YOU: <selection>",10007
1,0,2,4,2,1,1,4,2,1,2,2,9,agree,THEM: i would like the book one ball and one hat <eos> YOU: i can not make that offer you can have one ball and the book if i can have the rest <eos> THEM: ok deal <eos> YOU: okay great ! thank you ! <eos> THEM: <selection>,10008
1,4,2,1,2,2,1,0,2,4,2,1,6,agree,YOU: i would like the book one ball and one hat <eos> THEM: i can not make that offer you can have one ball and the book if i can have the rest <eos> YOU: ok deal <eos> THEM: okay great ! thank you ! <eos> YOU: <selection>,10009
3,0,1,9,1,1,3,1,1,7,1,0,9,disagree,"YOU: i really like the hat can i have this <eos> THEM: no i need the hat , you can take everything else if you give it to me <eos> YOU: <selection>",10010
3,1,1,7,1,0,3,0,1,9,1,1,7,disagree,"THEM: i really like the hat can i have this <eos> YOU: no i need the hat , you can take everything else if you give it to me <eos> THEM: <selection>",10011
1,0,2,2,2,3,1,4,2,3,2,0,8,agree,"THEM: i would like 1 book and 1 hat <eos> YOU: ok <eos> THEM: can i also get a ball ? <eos> YOU: that i can't do <eos> THEM: ok , what about another hat ? <eos> YOU: 1 book and 1 hat for you <eos> THEM: deal <eos> YOU: <selection>",10012
1,4,2,3,2,0,1,0,2,2,2,3,7,agree,"YOU: i would like 1 book and 1 hat <eos> THEM: ok <eos> YOU: can i also get a ball ? <eos> THEM: that i can't do <eos> YOU: ok , what about another hat ? <eos> THEM: 1 book and 1 hat for you <eos> YOU: deal <eos> THEM: <selection>",10013
3,0,1,5,1,5,3,1,1,3,1,4,10,disagree,YOU: need ball and hat <eos> THEM: will give 3 books <eos> YOU: books are worth little to me <eos> THEM: <selection>,10014
3,1,1,3,1,4,3,0,1,5,1,5,7,disagree,THEM: need ball and hat <eos> YOU: will give 3 books <eos> THEM: books are worth little to me <eos> YOU: <selection>,10015
2,0,2,3,1,4,2,4,2,1,1,0,7,agree,THEM: gimme the books and hat <eos> YOU: so i can have a hat and the ball correct ? <eos> THEM: yes <eos> YOU: <selection>,10016
2,4,2,1,1,0,2,0,2,3,1,4,9,agree,YOU: gimme the books and hat <eos> THEM: so i can have a hat and the ball correct ? <eos> YOU: yes <eos> THEM: <selection>,10017
2,1,2,0,1,8,2,0,2,1,1,8,10,disagree,"YOU: i need the ball , you can hav the rest <eos> THEM: i need the ball <eos> YOU: i can't make a deal if i don't get the ball <eos> THEM: same <eos> YOU: no deal then <eos> THEM: <selection>",10018
1,4,2,0,2,3,1,8,2,1,2,0,6,agree,THEM: i would just like the book <eos> YOU: that works . thanks <eos> THEM: <selection>,10019
1,8,2,1,2,0,1,4,2,0,2,3,8,agree,YOU: i would just like the book <eos> THEM: that works . thanks <eos> YOU: <selection>,10020
2,5,2,0,3,0,2,1,2,1,3,2,10,agree,"YOU: what kind of deal can we make ? i really want the books <eos> THEM: i really want the balls , so want to each take 1 hat and what we want ? <eos> YOU: sure <eos> THEM: <selection>",10021
2,1,2,1,3,2,2,5,2,0,3,0,7,agree,"THEM: what kind of deal can we make ? i really want the books <eos> YOU: i really want the balls , so want to each take 1 hat and what we want ? <eos> THEM: sure <eos> YOU: <selection>",10022
3,2,1,2,2,1,3,0,1,2,2,4,8,agree,YOU: i would like the books one hat and one ball <eos> THEM: i'll take the balls . you can have the rest . <eos> YOU: deal <eos> THEM: <selection>,10023
3,0,1,2,2,4,3,2,1,2,2,1,8,agree,THEM: i would like the books one hat and one ball <eos> YOU: i'll take the balls . you can have the rest . <eos> THEM: deal <eos> YOU: <selection>,10024
2,2,3,1,1,3,2,0,3,1,1,7,5,disagree,THEM: i'll take the ball . you can have the rest . <eos> YOU: i will take that deal . <eos> THEM: <selection>,10025
2,0,3,1,1,7,2,2,3,1,1,3,7,disagree,YOU: i'll take the ball . you can have the rest . <eos> THEM: i will take that deal . <eos> YOU: <selection>,10026
1,3,4,0,1,7,1,0,4,2,1,2,10,disagree,THEM: i will take all hats and you can have the rest ok ? <eos> YOU: great ! <eos> THEM: <selection>,10027
1,6,3,0,2,2,1,1,3,1,2,3,6,agree,"THEM: please let me have 2 balls , 2 hats and a book . <eos> YOU: i will need more than that . how about i get the book and a ball ? <eos> THEM: you could have the book and 2 hats . <eos> YOU: ok , that's fine . <eos> THEM: great <eos> YOU: <selection>",10028
1,1,3,1,2,3,1,6,3,0,2,2,7,agree,"YOU: please let me have 2 balls , 2 hats and a book . <eos> THEM: i will need more than that . how about i get the book and a ball ? <eos> YOU: you could have the book and 2 hats . <eos> THEM: ok , that's fine . <eos> YOU: great <eos> THEM: <selection>",10029
1,5,1,5,4,0,1,2,1,0,4,2,10,agree,YOU: i need the hat and book <eos> THEM: deal . <eos> YOU: sounds good <eos> THEM: <selection>,10030
1,2,1,0,4,2,1,5,1,5,4,0,8,agree,THEM: i need the hat and book <eos> YOU: deal . <eos> THEM: sounds good <eos> YOU: <selection>,10031
3,0,2,4,2,1,3,2,2,1,2,1,9,disagree,"THEM: i'd like the books and hats <eos> YOU: hats and balls for me <eos> THEM: i need the books and one hat or one ball . <eos> YOU: ok , i take the hats and one ball <eos> THEM: <selection>",10032
1,2,4,0,1,8,1,6,4,1,1,0,8,disagree,"YOU: hi . ill take the balls and book and you can have the hats <eos> THEM: no way ! how about i keep the book , and you can have the hats and balls ? <eos> YOU: deal <eos> THEM: <selection>",10033
1,6,4,1,1,0,1,2,4,0,1,8,6,disagree,"THEM: hi . ill take the balls and book and you can have the hats <eos> YOU: no way ! how about i keep the book , and you can have the hats and balls ? <eos> THEM: deal <eos> YOU: <selection>",10034
1,10,2,0,2,0,1,6,2,1,2,1,10,agree,"YOU: hello i would like to get all of the books . <eos> THEM: i would really like the book , but if you agree to give it to me , i will give you both hats and both balls . <eos> YOU: you can have all of the hats and all of the balls i just want the book . <eos> THEM: i will not agree to that . <eos> YOU: well i will not move on the book we can split up the hats and the ball if you won't but i will not agree to losing the book . <eos> THEM: what is the book worth to you ? perhaps we can split the items in an amicable way ? <eos> YOU: the book is the only valued item for me . <eos> THEM: if we agree to your deal , i will be taking a loss . however , i am willing to accept your deal and give you the book if i get everything else . <eos> YOU: i can agree to that . <eos> THEM: <selection>",10035
1,6,2,1,2,1,1,10,2,0,2,0,4,agree,"THEM: hello i would like to get all of the books . <eos> YOU: i would really like the book , but if you agree to give it to me , i will give you both hats and both balls . <eos> THEM: you can have all of the hats and all of the balls i just want the book . <eos> YOU: i will not agree to that . <eos> THEM: well i will not move on the book we can split up the hats and the ball if you won't but i will not agree to losing the book . <eos> YOU: what is the book worth to you ? perhaps we can split the items in an amicable way ? <eos> THEM: the book is the only valued item for me . <eos> YOU: if we agree to your deal , i will be taking a loss . however , i am willing to accept your deal and give you the book if i get everything else . <eos> THEM: i can agree to that . <eos> YOU: <selection>",10036
3,2,2,2,2,0,3,2,2,1,2,1,6,agree,THEM: i'll take 2 books and a hat <eos> YOU: i give u 2 balls and a hat <eos> THEM: 1 ball 1 hat and 1 book <eos> YOU: <selection>,10037
3,2,2,1,2,1,3,2,2,2,2,0,4,agree,YOU: i'll take 2 books and a hat <eos> THEM: i give u 2 balls and a hat <eos> YOU: 1 ball 1 hat and 1 book <eos> THEM: <selection>,10038
3,1,1,3,2,2,3,0,1,6,2,2,7,agree,"THEM: i would like the hat and the balls . <eos> YOU: i would need the hat and the books <eos> THEM: i do not think i can give up the hat , how about i keep that and one ball ? <eos> YOU: you can have the hat if i can have everything else <eos> THEM: deal . <eos> YOU: <selection>",10039
3,0,1,6,2,2,3,1,1,3,2,2,6,agree,"YOU: i would like the hat and the balls . <eos> THEM: i would need the hat and the books <eos> YOU: i do not think i can give up the hat , how about i keep that and one ball ? <eos> THEM: you can have the hat if i can have everything else <eos> YOU: deal . <eos> THEM: <selection>",10040
2,5,1,0,2,0,2,1,1,2,2,3,10,agree,"YOU: i'll take the two books and you can have the hat and the balls . <eos> THEM: that works for me . just to recap , i got both balls , and the hat . you take both books , correct ? <eos> YOU: yes that is correct . <eos> THEM: deal . <eos> YOU: <selection>",10041
2,1,1,2,2,3,2,5,1,0,2,0,8,agree,"THEM: i'll take the two books and you can have the hat and the balls . <eos> YOU: that works for me . just to recap , i got both balls , and the hat . you take both books , correct ? <eos> THEM: yes that is correct . <eos> YOU: deal . <eos> THEM: <selection>",10042
1,6,2,2,2,0,1,2,2,2,2,2,8,agree,"THEM: i'll take the basketballs and hats . <eos> YOU: any chance i can get one of the hats and the book ? <eos> THEM: not with the book . <eos> YOU: i think we might have different values on the book <eos> THEM: i need the balls and at least one hat or book . <eos> YOU: well i'm asking for the book and 1 hat , that will leave you with balls and 1 hat <eos> THEM: okay <eos> YOU: thank you <eos> THEM: <selection>",10043
1,2,2,2,2,2,1,6,2,2,2,0,6,agree,"YOU: i'll take the basketballs and hats . <eos> THEM: any chance i can get one of the hats and the book ? <eos> YOU: not with the book . <eos> THEM: i think we might have different values on the book <eos> YOU: i need the balls and at least one hat or book . <eos> THEM: well i'm asking for the book and 1 hat , that will leave you with balls and 1 hat <eos> YOU: okay <eos> THEM: thank you <eos> YOU: <selection>",10044
3,1,1,2,1,5,3,2,1,4,1,0,7,agree,"YOU: hi , i can take the ball and the hat <eos> THEM: hey , ball is fine but i need the hat . can i have the hat and a book and you take the ball and two books <eos> YOU: ok , i`ll take it . thank you <eos> THEM: <selection>",10045
3,2,1,4,1,0,3,1,1,2,1,5,6,agree,"THEM: hi , i can take the ball and the hat <eos> YOU: hey , ball is fine but i need the hat . can i have the hat and a book and you take the ball and two books <eos> THEM: ok , i`ll take it . thank you <eos> YOU: <selection>",10046
2,1,2,1,3,2,2,1,2,1,3,2,10,disagree,"YOU: i need the balls and the hats <eos> THEM: no deal . i'll give you 2 balls and 1 hat . <eos> YOU: i have the have all 3 balls and either a hat or a book <eos> THEM: i need 1 ball 1 hat and 2 books <eos> YOU: no can do , i have to have all 3 balls and wither a hat or a book <eos> THEM: well i need the all the balls too but . i'll settle for 1 ball , 1 hat and 2 books <eos> YOU: i can't do that , no deal <eos> THEM: <selection>",10047
2,4,1,2,3,0,2,1,1,2,3,2,8,agree,"THEM: i would like the balls and the hat . <eos> YOU: deal . <eos> THEM: ok , i accept . <eos> YOU: <selection>",10048
2,1,1,2,3,2,2,4,1,2,3,0,8,agree,"YOU: i would like the balls and the hat . <eos> THEM: deal . <eos> YOU: ok , i accept . <eos> THEM: <selection>",10049
3,2,1,4,2,0,3,2,1,0,2,2,6,agree,"YOU: if i can have the hat and two books i'll give you the rest <eos> THEM: i think i need 2 balls and 2 ooksb <eos> YOU: i can't do that , theres 6 items . i think splitting it 3 and 3 is only fair <eos> THEM: i will take 2 balls and hat <eos> YOU: the hat is pretty important to me in this deal , i could do 3 books and a ball but that only leaves you with 2 items , i really think my original deal was the best <eos> THEM: you take hat and 1 book and i take the rest <eos> YOU: ok fine <eos> THEM: <selection>",10050
3,2,1,0,2,2,3,2,1,4,2,0,8,agree,"THEM: if i can have the hat and two books i'll give you the rest <eos> YOU: i think i need 2 balls and 2 ooksb <eos> THEM: i can't do that , theres 6 items . i think splitting it 3 and 3 is only fair <eos> YOU: i will take 2 balls and hat <eos> THEM: the hat is pretty important to me in this deal , i could do 3 books and a ball but that only leaves you with 2 items , i really think my original deal was the best <eos> YOU: you take hat and 1 book and i take the rest <eos> THEM: ok fine <eos> YOU: <selection>",10051
3,0,1,5,1,5,3,2,1,4,1,0,10,agree,"YOU: what would you like <eos> THEM: i can take one hat and one book <eos> YOU: how about i give you three books <eos> THEM: sure , i`ll take it <eos> YOU: great <eos> THEM: <selection>",10052
3,2,1,4,1,0,3,0,1,5,1,5,6,agree,"THEM: what would you like <eos> YOU: i can take one hat and one book <eos> THEM: how about i give you three books <eos> YOU: sure , i`ll take it <eos> THEM: great <eos> YOU: <selection>",10053
1,1,3,2,1,3,1,2,3,1,1,5,4,agree,THEM: if i can have one of each you can have the rest <eos> YOU: deal <eos> THEM: okay thank you ! <eos> YOU: <selection>,10054
1,2,3,1,1,5,1,1,3,2,1,3,8,agree,YOU: if i can have one of each you can have the rest <eos> THEM: deal <eos> YOU: okay thank you ! <eos> THEM: <selection>,10055
1,0,4,0,1,10,1,1,4,1,1,5,10,agree,"YOU: what would you like <eos> THEM: how about the ball and 2 hats for me , 2 hats and the book for you ? <eos> YOU: i will give you everything if i get the ball <eos> THEM: is there anything else you want instead of the ball or do you need the ball ? <eos> YOU: i need the ball . its worth 10 for me <eos> THEM: ok , deal . i'll take everything but the ball <eos> YOU: <selection>",10056
1,1,4,1,1,5,1,0,4,0,1,10,5,agree,"THEM: what would you like <eos> YOU: how about the ball and 2 hats for me , 2 hats and the book for you ? <eos> THEM: i will give you everything if i get the ball <eos> YOU: is there anything else you want instead of the ball or do you need the ball ? <eos> THEM: i need the ball . its worth 10 for me <eos> YOU: ok , deal . i'll take everything but the ball <eos> THEM: <selection>",10057
1,4,2,3,4,0,1,0,2,1,4,2,10,agree,THEM: i'll take the balls if you want the rest <eos> YOU: ok deal <eos> THEM: <selection>,10058
1,0,2,1,4,2,1,4,2,3,4,0,8,agree,YOU: i'll take the balls if you want the rest <eos> THEM: ok deal <eos> YOU: <selection>,10059
2,2,4,1,1,2,2,3,4,0,1,4,6,agree,THEM: i would like the ball and books <eos> YOU: i can't do that . i would need at least a book or a ball . <eos> THEM: i can give you one book <eos> YOU: deal . <eos> THEM: deal ! <eos> YOU: <selection>,10060
2,3,4,0,1,4,2,2,4,1,1,2,7,agree,YOU: i would like the ball and books <eos> THEM: i can't do that . i would need at least a book or a ball . <eos> YOU: i can give you one book <eos> THEM: deal . <eos> YOU: deal ! <eos> THEM: <selection>,10061
1,0,2,5,2,0,1,2,2,1,2,3,10,agree,"YOU: hey , i take the two hats and a ball <eos> THEM: that is a deal : ) <eos> YOU: <selection>",10062
1,2,2,1,2,3,1,0,2,5,2,0,5,agree,"THEM: hey , i take the two hats and a ball <eos> YOU: that is a deal : ) <eos> THEM: <selection>",10063
1,4,3,2,1,0,1,5,3,1,1,2,6,agree,"YOU: if i can have all the hats and the book , you can have the basketball <eos> THEM: no , i think i will probably need the book and something else . <eos> YOU: how about i have all the hats and you take the rest ? <eos> THEM: ok , deal . <eos> YOU: <selection>",10064
1,5,3,1,1,2,1,4,3,2,1,0,7,agree,"THEM: if i can have all the hats and the book , you can have the basketball <eos> YOU: no , i think i will probably need the book and something else . <eos> THEM: how about i have all the hats and you take the rest ? <eos> YOU: ok , deal . <eos> THEM: <selection>",10065
1,3,1,3,4,1,1,4,1,2,4,1,5,agree,"YOU: i will take the book and hat , you can have the balls ? <eos> THEM: no , i will need either the book or the hat . <eos> YOU: ok i will take the book and the 4 balls ? <eos> THEM: if i cannot have the book i will need the hat and at least three balls . <eos> YOU: you take the book and 1 ball ? <eos> THEM: can i have a second ball ? then we have a deal . <eos> YOU: ok you get the book and 2 balls deal ? <eos> THEM: ok , i agree . <eos> YOU: <selection>",10066
1,4,1,2,4,1,1,3,1,3,4,1,6,agree,"THEM: i will take the book and hat , you can have the balls ? <eos> YOU: no , i will need either the book or the hat . <eos> THEM: ok i will take the book and the 4 balls ? <eos> YOU: if i cannot have the book i will need the hat and at least three balls . <eos> THEM: you take the book and 1 ball ? <eos> YOU: can i have a second ball ? then we have a deal . <eos> THEM: ok you get the book and 2 balls deal ? <eos> YOU: ok , i agree . <eos> THEM: <selection>",10067
1,2,1,0,4,2,1,0,1,6,4,1,8,agree,"THEM: hey there ! i'd like the hat and maybe 2 balls ? what about you ? <eos> YOU: you can have the hat and 1 ball , and ill take the rest <eos> THEM: deal <eos> YOU: <selection>",10068
1,0,1,6,4,1,1,2,1,0,4,2,7,agree,"YOU: hey there ! i'd like the hat and maybe 2 balls ? what about you ? <eos> THEM: you can have the hat and 1 ball , and ill take the rest <eos> YOU: deal <eos> THEM: <selection>",10069
1,1,2,0,3,3,1,5,2,1,3,1,9,agree,"YOU: i'd like the balls . <eos> THEM: cool . i want the book . <eos> YOU: you can have the hats too . they're 0 for me . <eos> THEM: okay , deal <eos> YOU: <selection>",10070
1,5,2,1,3,1,1,1,2,0,3,3,7,agree,"THEM: i'd like the balls . <eos> YOU: cool . i want the book . <eos> THEM: you can have the hats too . they're 0 for me . <eos> YOU: okay , deal <eos> THEM: <selection>",10071
1,6,1,1,3,1,1,3,1,1,3,2,6,agree,YOU: can i get the book and balls <eos> THEM: i need a book and 2 balls <eos> YOU: i cant give the book up <eos> THEM: can i get the balls and 1 hat ? <eos> YOU: i need one other item with the book <eos> THEM: sorry . i can't do that . i need 3 balls and 1 hat <eos> YOU: ok deal <eos> THEM: <selection>,10072
1,3,1,1,3,2,1,6,1,1,3,1,7,agree,THEM: can i get the book and balls <eos> YOU: i need a book and 2 balls <eos> THEM: i cant give the book up <eos> YOU: can i get the balls and 1 hat ? <eos> THEM: i need one other item with the book <eos> YOU: sorry . i can't do that . i need 3 balls and 1 hat <eos> THEM: ok deal <eos> YOU: <selection>,10073
1,2,2,2,2,2,1,0,2,3,2,2,10,disagree,YOU: everything is worth 2 points to me so figure out how i can walk away with atleast 6 and i'll agree to whatever you want . <eos> THEM: hmmm . . . i have similar problem . can you live with one ball and one book ? <eos> YOU: that only gets me to 4 =\ <eos> THEM: if youre telling the truth ! 8 ^) <eos> YOU: <selection>,10074
2,1,1,2,3,2,2,2,1,0,3,2,6,agree,"THEM: i want everything <eos> YOU: that's great ! how about we go the fair route though . i'll take 2 balls and a hat , you take 2 books and a ball ? <eos> THEM: how about you take the hat and i take everything else because that would be truly fair <eos> YOU: i believe our concept of fairness is quite different . on that note , i'll take all 3 balls , you take the rest . <eos> THEM: no , the only way we can reach an agreement is if you take the hat <eos> YOU: then i suppose no agreement will be reached . <eos> THEM: you can have one boko and the hat <eos> YOU: books are of no value to me . i'd like the three balls ; or 2 balls and 1 hat . <eos> THEM: you can have one ball and the hat <eos> YOU: that was not one of the options i was willing to settle for . <eos> THEM: will you settle for one hat and one ball ? <eos> YOU: did you just repeat the same offer ? - - i'll take three balls or 2 balls and the hat . <eos> THEM: there is no way one hat and one ball will work for you ? <eos> YOU: not possible , unfortunately . that'll put me below half . we can agree to disagree or we can meet in the middle . <eos> THEM: i was really trying to make a good deal and avoid not making a deal . lets go with you taking two balls and the hat <eos> YOU: alright <eos> THEM: <selection>",10075
2,2,1,0,3,2,2,1,1,2,3,2,6,agree,"YOU: i want everything <eos> THEM: that's great ! how about we go the fair route though . i'll take 2 balls and a hat , you take 2 books and a ball ? <eos> YOU: how about you take the hat and i take everything else because that would be truly fair <eos> THEM: i believe our concept of fairness is quite different . on that note , i'll take all 3 balls , you take the rest . <eos> YOU: no , the only way we can reach an agreement is if you take the hat <eos> THEM: then i suppose no agreement will be reached . <eos> YOU: you can have one boko and the hat <eos> THEM: books are of no value to me . i'd like the three balls ; or 2 balls and 1 hat . <eos> YOU: you can have one ball and the hat <eos> THEM: that was not one of the options i was willing to settle for . <eos> YOU: will you settle for one hat and one ball ? <eos> THEM: did you just repeat the same offer ? - - i'll take three balls or 2 balls and the hat . <eos> YOU: there is no way one hat and one ball will work for you ? <eos> THEM: not possible , unfortunately . that'll put me below half . we can agree to disagree or we can meet in the middle . <eos> YOU: i was really trying to make a good deal and avoid not making a deal . lets go with you taking two balls and the hat <eos> THEM: alright <eos> YOU: <selection>",10076
2,1,3,1,1,5,2,1,3,0,1,8,5,agree,"YOU: i would like the ball and two hats if possible <eos> THEM: i have to have the ball <eos> YOU: whats it worth to you <eos> THEM: anything and you can imagine : ) <eos> YOU: well i can imagine what it is worth to me so here we are . i would like the ball as wells o what else can we agree on ? <eos> THEM: i'll let you have everything if i can have the ball <eos> YOU: straight up how many points is that ball worth to you and i'll say yes or no to that deal . <eos> THEM: 8 and i have been getting too many warnings about doing so bad <eos> YOU: need to work on that hustle , its only worth 5 to me and all the stuff together is only worth 5 to me as well , your call . <eos> THEM: i need the ball and you can have the rest , hats are 0 for me and books are 1 <eos> YOU: take your ball and go play somewhere else then . <eos> THEM: thanks <eos> YOU: <selection>",10077
