id,group,reward,agreement,item1,item2,item3
10314,5157,6,agree,0,0,1
10315,5158,8,agree,0,2,2
10316,5158,10,agree,1,0,0
10317,5159,5,agree,2,1,0
10318,5159,8,agree,0,3,1
10319,5160,10,agree,1,0,0
10320,5160,8,agree,0,2,2
10321,5161,6,agree,2,1,0
10322,5161,8,agree,0,1,3
10323,5162,8,agree,0,2,2
10324,5162,8,agree,1,1,0
10325,5163,6,agree,0,2,1
10326,5163,6,agree,2,2,0
10327,5164,no,agreement,agreement,NA,NA
10328,5164,no,agreement,agreement,NA,NA
10329,5165,no,agreement,agreement,NA,NA
10330,5165,no,agreement,agreement,NA,NA
10331,5166,7,agree,2,1,0
10332,5166,6,agree,2,0,1
10333,5167,6,agree,3,0,0
10334,5167,10,agree,0,2,1
10335,5168,8,disagree,1,1,0
10336,5168,6,disagree,0,0,2
10337,5169,6,agree,1,3,0
10338,5169,10,agree,0,0,2
10339,5170,6,disagree,0,2,0
10340,5170,no,agreement,agreement,NA,NA
10341,5171,10,agree,0,0,2
10342,5171,8,agree,3,1,0
10343,5172,5,agree,1,0,2
10344,5172,7,agree,1,2,0
10345,5173,2,agree,2,0,1
10346,5173,8,agree,2,1,0
10347,5174,6,agree,0,2,1
10348,5174,6,agree,1,0,1
10349,5175,8,agree,4,0,0
10350,5175,10,agree,0,1,1
10351,5176,10,agree,0,2,1
10352,5176,7,agree,1,0,3
10353,5177,10,disagree,1,3,1
10354,5177,9,disagree,1,0,0
10355,5178,6,disagree,0,2,1
10356,5178,8,agree,1,0,2
10357,5179,6,agree,0,1,1
10358,5179,8,agree,0,3,1
10359,5180,6,agree,1,0,0
10360,5180,6,agree,1,2,0
10361,5181,6,agree,0,2,1
10362,5181,8,agree,2,0,0
10363,5182,8,agree,0,2,1
10364,5182,no,agreement,agreement,NA,NA
10365,5183,10,disagree,0,2,1
10366,5183,8,agree,0,1,1
10367,5184,7,agree,1,2,0
10368,5184,9,agree,3,0,0
10369,5185,10,agree,0,1,1
10370,5185,8,disagree,2,1,0
10371,5186,2,disagree,2,0,1
10372,5186,8,agree,1,3,0
10373,5187,6,agree,0,0,2
10374,5187,10,disagree,1,0,0
10375,5188,6,disagree,0,1,2
10376,5188,no,agreement,agreement,NA,NA
10377,5189,no,agreement,agreement,NA,NA
10378,5189,7,disagree,1,1,1
10379,5190,2,disagree,0,0,2
10380,5190,7,agree,1,0,1
10381,5191,9,agree,0,3,0
10382,5191,6,agree,2,2,0
10383,5192,6,agree,0,1,1
10384,5192,9,agree,0,0,3
10385,5193,10,agree,1,1,0
10386,5193,8,agree,0,1,3
10387,5194,10,agree,2,0,0
10388,5194,6,agree,1,0,1
10389,5195,8,agree,0,2,2
10390,5195,7,agree,1,2,0
10391,5196,5,agree,0,1,1
10392,5196,8,agree,1,2,0
10393,5197,6,agree,0,0,2
10394,5197,no,agreement,agreement,NA,NA
10395,5198,no,agreement,agreement,NA,NA
10396,5198,10,disagree,0,0,1
10397,5199,9,agree,1,2,0
10398,5199,6,agree,1,0,3
10399,5200,7,agree,1,0,2
10400,5200,6,agree,0,2,1
10401,5201,8,agree,0,0,4
10402,5201,10,agree,1,2,0
10403,5202,7,agree,1,0,3
10404,5202,9,agree,0,3,0
10405,5203,no,agreement,agreement,NA,NA
10406,5203,no,agreement,agreement,NA,NA
10407,5204,7,agree,1,0,0
10408,5204,7,agree,0,3,2
10409,5205,8,agree,2,0,2
10410,5205,6,agree,0,1,1
10411,5206,7,agree,0,1,1
10412,5206,9,agree,3,0,0
10413,5207,8,disagree,0,4,2
10414,5207,10,agree,0,1,1
10415,5208,8,agree,4,0,0
10416,5208,10,agree,0,1,2
10417,5209,6,agree,2,0,0
10418,5209,8,agree,1,0,2
10419,5210,7,agree,1,3,0
10420,5210,10,agree,1,1,0
10421,5211,8,agree,0,0,4
10422,5211,no,agreement,agreement,NA,NA
10423,5212,no,agreement,agreement,NA,NA
10424,5212,8,agree,2,0,2
10425,5213,10,agree,0,1,0
10426,5213,7,agree,2,1,0
10427,5214,6,agree,0,0,3
10428,5214,no,agreement,agreement,NA,NA
10429,5215,no,agreement,agreement,NA,NA
10430,5215,6,agree,0,2,1
10431,5216,6,agree,2,1,0
10432,5216,7,agree,1,0,2
10433,5217,7,agree,2,1,0
10434,5217,6,disagree,0,3,0
10435,5218,10,disagree,1,0,0
10436,5218,6,agree,0,3,3
10437,5219,10,agree,1,0,0
10438,5219,6,agree,0,2,2
10439,5220,6,agree,1,0,0
10440,5220,5,agree,1,0,1
10441,5221,7,agree,2,1,0
10442,5221,no,agreement,agreement,NA,NA
10443,5222,no,agreement,agreement,NA,NA
10444,5222,10,disagree,4,0,1
10445,5223,no,agreement,agreement,NA,NA
10446,5223,7,agree,0,1,1
10447,5224,6,agree,3,0,0
10448,5224,6,agree,1,0,1
10449,5225,5,agree,0,4,1
10450,5225,10,agree,0,1,0
10451,5226,9,agree,3,0,1
10452,5226,6,agree,1,0,1
10453,5227,8,agree,0,4,0
10454,5227,no,agreement,agreement,NA,NA
10455,5228,4,disagree,0,4,0
10456,5228,no,agreement,agreement,NA,NA
10457,5229,no,agreement,agreement,NA,NA
10458,5229,10,agree,2,0,1
10459,5230,5,agree,1,3,0
10460,5230,5,disagree,1,0,2
10461,5231,7,agree,0,2,1
10462,5231,7,agree,1,0,1
10463,5232,no,agreement,agreement,NA,NA
10464,5232,no,agreement,agreement,NA,NA
10465,5233,9,agree,0,3,0
10466,5233,7,agree,2,0,1
10467,5234,8,agree,2,1,0
10468,5234,10,agree,0,0,2
10469,5235,8,agree,3,0,1
10470,5235,6,agree,0,1,0
10471,5236,5,agree,0,1,2
10472,5236,5,agree,1,0,2
10473,5237,10,agree,0,1,1
10474,5237,6,agree,3,0,0
10475,5238,9,agree,2,0,1
10476,5238,6,agree,1,1,0
10477,5239,6,disagree,0,0,2
10478,5239,6,disagree,0,1,0
10479,5240,10,agree,1,2,0
10480,5240,4,agree,0,0,4
10481,5241,8,disagree,1,3,0
10482,5241,7,disagree,0,0,1
10483,5242,7,agree,3,0,1
10484,5242,8,agree,0,1,1
10485,5243,8,disagree,0,1,3
10486,5243,8,disagree,1,0,0
10487,5244,no,agreement,agreement,NA,NA
10488,5244,no,agreement,agreement,NA,NA
10489,5245,8,agree,0,2,0
10490,5245,10,agree,1,0,2
10491,5246,9,agree,0,1,4
10492,5246,9,agree,1,1,0
10493,5247,8,agree,0,3,1
10494,5247,10,agree,1,0,0
10495,5248,10,agree,0,2,0
10496,5248,8,agree,2,0,3
10497,5249,8,agree,0,1,3
10498,5249,10,agree,2,0,0
10499,5250,10,disagree,2,2,1
10500,5250,no,agreement,agreement,NA,NA
10501,5251,no,agreement,agreement,NA,NA
10502,5251,6,agree,0,1,1
10503,5252,8,agree,2,0,1
10504,5252,10,agree,0,2,0
10505,5253,4,agree,2,0,1
10506,5253,6,agree,2,0,0
10507,5254,6,agree,0,3,1
10508,5254,5,agree,0,0,1
10509,5255,5,agree,4,1,0
10510,5255,7,agree,0,1,1
10511,5256,6,agree,3,0,0
10512,5256,9,agree,1,0,0
10513,5257,5,agree,0,4,1
10514,5257,6,disagree,2,1,2
10515,5258,10,agree,0,0,1
10516,5258,9,agree,4,1,0
10517,5259,no,agreement,agreement,NA,NA
10518,5259,no,agreement,agreement,NA,NA
10519,5260,10,agree,2,0,0
10520,5260,8,agree,0,2,1
10521,5261,9,agree,0,0,3
10522,5261,10,agree,2,1,0
10523,5262,8,agree,1,1,1
10524,5262,5,agree,0,1,2
10525,5263,8,agree,2,0,2
10526,5263,8,agree,0,1,2
10527,5264,7,disagree,0,2,1
10528,5264,2,disagree,0,0,2
10529,5265,6,agree,0,3,0
10530,5265,10,agree,1,0,1
10531,5266,8,agree,0,0,2
10532,5266,10,agree,2,2,0
10533,5267,6,agree,0,2,0
10534,5267,6,agree,2,0,1
10535,5268,no,agreement,agreement,NA,NA
10536,5268,no,agreement,agreement,NA,NA
10537,5269,8,agree,1,0,4
10538,5269,9,agree,1,1,0
10539,5270,9,agree,0,1,0
10540,5270,7,agree,4,0,1
10541,5271,7,agree,2,0,3
10542,5271,10,agree,0,1,0
10543,5272,9,agree,1,1,0
10544,5272,8,agree,0,1,4
10545,5273,7,agree,2,1,0
10546,5273,9,agree,0,1,1
10547,5274,7,agree,1,0,1
10548,5274,9,agree,0,3,0
10549,5275,6,disagree,0,0,3
10550,5275,7,agree,0,1,2
10551,5276,9,agree,1,3,0
10552,5276,7,agree,4,1,0
10553,5277,6,agree,0,1,1
10554,5277,6,agree,4,1,0
10555,5278,6,agree,0,0,1
10556,5278,10,agree,0,1,2
10557,5279,6,agree,2,1,0
10558,5279,4,agree,3,0,1
10559,5280,6,agree,0,1,0
10560,5280,8,disagree,1,1,1
10561,5281,10,disagree,1,1,1
10562,5281,7,agree,0,1,0
10563,5282,8,agree,3,0,1
10564,5282,8,agree,2,0,2
10565,5283,10,agree,0,2,0
10566,5283,10,agree,0,0,2
10567,5284,8,agree,3,2,0
10568,5284,7,agree,1,0,1
10569,5285,9,agree,0,3,0
10570,5285,10,agree,1,1,0
10571,5286,6,agree,0,0,3
10572,5286,6,agree,0,0,1
10573,5287,9,agree,3,1,0
10574,5287,6,agree,3,0,0
10575,5288,7,agree,0,2,1
10576,5288,7,agree,1,0,2
10577,5289,6,agree,0,3,0
10578,5289,7,agree,0,1,1
10579,5290,9,agree,1,3,0
10580,5290,no,agreement,agreement,NA,NA
10581,5291,no,agreement,agreement,NA,NA
10582,5291,no,agreement,agreement,NA,NA
10583,5292,no,agreement,agreement,NA,NA
10584,5292,7,agree,3,0,2
10585,5293,8,agree,0,1,1
10586,5293,6,disagree,2,0,0
10587,5294,7,disagree,0,2,1
10588,5294,10,agree,2,1,0
10589,5295,6,agree,0,0,3
10590,5295,6,agree,2,1,0
10591,5296,7,agree,1,0,2
10592,5296,8,agree,0,2,0
10593,5297,10,agree,1,0,3
10594,5297,8,agree,0,1,2
10595,5298,6,agree,2,0,2
10596,5298,7,agree,2,1,0
10597,5299,5,agree,1,0,1
10598,5299,10,agree,0,1,1
10599,5300,8,agree,4,0,0
10600,5300,6,agree,0,0,3
10601,5301,10,agree,1,1,0
10602,5301,7,agree,2,3,0
10603,5302,10,agree,0,0,1
10604,5302,6,agree,3,0,2
10605,5303,6,agree,0,1,0
10606,5303,8,agree,1,0,1
10607,5304,7,agree,0,1,2
10608,5304,6,agree,3,0,1
10609,5305,7,agree,0,1,0
10610,5305,no,agreement,agreement,NA,NA
10611,5306,no,agreement,agreement,NA,NA
10612,5306,2,agree,0,2,2
10613,5307,6,agree,2,0,0
10614,5307,9,agree,0,2,1
10615,5308,6,agree,1,0,1
10616,5308,6,agree,2,2,0
10617,5309,6,agree,0,1,1
10618,5309,10,disagree,0,3,1
10619,5310,7,disagree,1,0,1
10620,5310,6,agree,3,0,3
10621,5311,7,agree,0,1,0
10622,5311,9,agree,0,2,1
10623,5312,8,agree,3,0,1
10624,5312,9,agree,0,1,2
10625,5313,7,agree,1,1,0
10626,5313,no,agreement,agreement,NA,NA
10627,5314,6,disagree,1,0,2
10628,5314,6,agree,3,0,0
10629,5315,7,agree,1,2,1
10630,5315,6,agree,1,4,0
10631,5316,7,agree,1,0,1
10632,5316,10,agree,1,0,1
10633,5317,9,agree,0,3,0
10634,5317,10,agree,0,2,0
10635,5318,8,agree,3,0,2
10636,5318,10,disagree,1,3,1
10637,5319,7,agree,0,1,3
10638,5319,7,agree,1,1,0
10639,5320,10,agree,1,0,1
10640,5320,8,agree,0,4,0
10641,5321,5,disagree,2,0,1
10642,5321,8,disagree,1,1,1
10643,5322,4,agree,4,0,0
10644,5322,10,agree,0,1,1
10645,5323,10,agree,2,1,0
10646,5323,8,agree,0,0,2
10647,5324,6,agree,0,1,2
10648,5324,8,agree,1,0,1
10649,5325,8,agree,1,0,2
10650,5325,8,agree,1,3,0
10651,5326,10,agree,2,0,0
10652,5326,6,agree,0,1,3
10653,5327,7,agree,1,0,1
10654,5327,7,agree,0,1,3
10655,5328,7,agree,2,0,1
10656,5328,8,agree,0,1,3
10657,5329,7,agree,0,2,3
10658,5329,10,agree,1,0,0
10659,5330,7,agree,4,0,1
10660,5330,7,agree,0,1,0
10661,5331,8,agree,0,1,1
10662,5331,9,agree,4,0,1
10663,5332,8,agree,0,1,1
10664,5332,4,agree,1,0,2
10665,5333,6,agree,2,0,0
10666,5333,10,agree,0,1,2
10667,5334,9,agree,3,0,0
10668,5334,10,agree,0,1,2
10669,5335,6,disagree,0,1,1
10670,5335,5,disagree,0,1,1
10671,5336,6,agree,0,1,1
10672,5336,6,agree,2,2,0
10673,5337,6,agree,0,0,2
10674,5337,10,agree,2,1,0
10675,5338,10,agree,1,0,0
10676,5338,7,agree,0,1,3
10677,5339,6,agree,0,1,4
10678,5339,6,agree,1,1,0
10679,5340,8,agree,0,2,2
10680,5340,6,agree,2,0,0
10681,5341,6,agree,3,0,0
10682,5341,10,agree,0,2,2
10683,5342,no,agreement,agreement,NA,NA
10684,5342,no,agreement,agreement,NA,NA
10685,5343,4,agree,0,1,2
10686,5343,6,agree,1,1,0
10687,5344,6,agree,0,1,1
10688,5344,7,agree,1,2,0
10689,5345,10,agree,0,2,0
10690,5345,8,agree,2,0,3
10691,5346,disconnect,agree,,NA,NA
10692,5346,disconnect,agree,,NA,NA
10693,5347,10,agree,0,1,2
10694,5347,6,agree,2,2,0
10695,5348,10,disagree,1,3,1
10696,5348,5,agree,2,0,3
10697,5349,8,agree,0,1,0
10698,5349,8,agree,1,1,0
10699,5350,6,agree,1,0,2
10700,5350,5,agree,0,2,1
10701,5351,10,agree,1,0,1
10702,5351,disconnect,agree,,NA,NA
10703,5352,disconnect,agree,,NA,NA
10704,5352,9,agree,0,1,2
10705,5353,8,agree,1,0,1
10706,5353,6,agree,2,0,2
10707,5354,10,agree,0,1,0
10708,5354,no,agreement,agreement,NA,NA
10709,5355,no,agreement,agreement,NA,NA
10710,5355,10,agree,1,1,1
10711,5356,6,agree,0,0,3
10712,5356,8,agree,1,0,2
10713,5357,8,agree,0,1,1
10714,5357,6,agree,1,2,0
10715,5358,6,agree,1,0,2
10716,5358,6,agree,0,0,3
10717,5359,7,agree,1,2,0
10718,5359,8,agree,0,1,2
10719,5360,8,agree,1,0,1
10720,5360,3,disagree,1,3,0
10721,5361,no,agreement,agreement,NA,NA
10722,5361,10,agree,0,1,3
10723,5362,7,agree,1,0,0
10724,5362,8,agree,2,1,0
10725,5363,8,agree,0,1,3
10726,5363,8,agree,2,0,2
10727,5364,6,agree,0,1,2
10728,5364,no,agreement,agreement,NA,NA
10729,5365,no,agreement,agreement,NA,NA
10730,5365,6,agree,0,1,1
10731,5366,7,agree,1,3,0
10732,5366,7,disagree,2,0,1
10733,5367,6,disagree,0,2,0
10734,5367,6,agree,1,1,0
10735,5368,6,agree,0,1,2
10736,5368,9,agree,0,1,3
10737,5369,8,agree,1,1,0
10738,5369,9,agree,0,2,1
10739,5370,7,agree,2,1,0
10740,5370,8,agree,3,1,0
10741,5371,10,agree,0,0,2
10742,5371,6,agree,2,1,0
10743,5372,6,agree,1,0,1
10744,5372,10,agree,0,4,1
10745,5373,8,agree,1,0,0
10746,5373,7,disagree,1,1,1
10747,5374,4,disagree,1,1,1
10748,5374,6,agree,1,3,0
10749,5375,7,agree,0,0,1
10750,5375,7,disagree,0,2,1
10751,5376,10,disagree,3,1,3
10752,5376,8,agree,0,3,1
10753,5377,6,agree,2,0,0
10754,5377,9,agree,1,0,1
10755,5378,7,agree,1,4,0
10756,5378,6,agree,1,2,0
10757,5379,10,agree,0,0,2
10758,5379,6,agree,0,1,2
10759,5380,7,agree,1,2,0
10760,5380,7,agree,0,1,1
10761,5381,9,agree,3,0,0
10762,5381,6,agree,0,1,1
10763,5382,7,agree,2,1,0
10764,5382,6,agree,3,0,0
10765,5383,10,agree,0,3,1
10766,5383,7,agree,0,1,0
10767,5384,5,agree,1,0,4
10768,5384,8,agree,0,3,1
10769,5385,8,agree,2,0,1
10770,5385,9,disagree,2,1,0
10771,5386,10,disagree,0,2,1
10772,5386,7,agree,1,0,2
10773,5387,8,agree,2,1,0
10774,5387,10,agree,1,0,2
10775,5388,9,agree,0,3,0
10776,5388,no,agreement,agreement,NA,NA
10777,5389,no,agreement,agreement,NA,NA
10778,5389,7,agree,2,1,0
10779,5390,6,agree,0,0,3
10780,5390,10,agree,0,1,1
10781,5391,8,agree,4,0,0
10782,5391,6,agree,1,0,3
10783,5392,8,agree,1,1,1
10784,5392,5,agree,1,0,1
10785,5393,6,agree,0,1,2
10786,5393,9,agree,0,2,1
10787,5394,6,agree,2,0,1
10788,5394,10,disagree,0,1,1
10789,5395,5,disagree,0,1,0
10790,5395,7,agree,3,1,0
10791,5396,6,agree,1,0,1
10792,5396,6,agree,0,2,0
10793,5397,6,agree,3,1,1
10794,5397,8,agree,1,0,1
10795,5398,6,agree,0,2,1
10796,5398,7,agree,4,1,0
10797,5399,6,agree,0,0,1
10798,5399,8,agree,0,2,1
10799,5400,8,agree,2,2,0
10800,5400,6,agree,1,0,2
10801,5401,9,agree,1,2,0
10802,5401,7,agree,3,2,0
10803,5402,10,agree,0,0,1
10804,5402,no,agreement,agreement,NA,NA
10805,5403,no,agreement,agreement,NA,NA
10806,5403,10,agree,0,0,2
10807,5404,8,agree,3,1,0
10808,5404,3,disagree,0,3,0
10809,5405,8,disagree,1,0,0
10810,5405,8,agree,0,2,1
10811,5406,6,agree,1,0,1
10812,5406,7,agree,0,1,2
10813,5407,6,agree,1,0,1
10814,5407,6,agree,1,1,0
10815,5408,6,agree,0,2,2
10816,5408,10,disagree,3,1,3
10817,5409,10,agree,0,1,1
10818,5409,8,agree,4,0,0
10819,5410,5,agree,1,0,2
10820,5410,7,agree,1,1,0
10821,5411,7,agree,1,2,0
10822,5411,2,agree,1,0,1
10823,5412,7,agree,0,1,1
10824,5412,8,agree,1,3,0
10825,5413,6,agree,1,0,0
10826,5413,9,agree,0,4,1
10827,5414,9,agree,1,0,2
10828,5414,7,agree,1,1,0
10829,5415,6,agree,0,3,1
10830,5415,7,agree,1,0,0
10831,5416,10,disagree,1,4,2
10832,5416,no,agreement,agreement,NA,NA
10833,5417,no,agreement,agreement,NA,NA
10834,5417,9,agree,0,3,0
10835,5418,7,agree,1,0,2
10836,5418,6,agree,0,0,3
10837,5419,7,agree,1,1,0
10838,5419,7,agree,2,3,0
10839,5420,10,agree,0,1,1
10840,5420,6,agree,0,3,0
10841,5421,10,agree,2,0,1
10842,5421,8,agree,4,0,0
10843,5422,10,agree,0,1,1
10844,5422,no,agreement,agreement,NA,NA
10845,5423,no,agreement,agreement,NA,NA
10846,5423,8,agree,0,0,2
10847,5424,10,agree,3,1,0
10848,5424,no,agreement,agreement,NA,NA
10849,5425,no,agreement,agreement,NA,NA
10850,5425,8,agree,0,1,0
10851,5426,7,agree,4,0,1
10852,5426,6,agree,1,1,1
10853,5427,6,agree,0,2,1
10854,5427,6,agree,1,0,1
10855,5428,8,agree,0,3,1
10856,5428,10,agree,1,0,2
10857,5429,8,agree,0,2,0
10858,5429,8,disagree,0,2,2
10859,5430,10,disagree,1,2,2
10860,5430,8,agree,0,0,2
10861,5431,10,agree,2,1,0
10862,5431,6,agree,0,0,1
10863,5432,9,agree,2,3,0
10864,5432,no,agreement,agreement,NA,NA
10865,5433,no,agreement,agreement,NA,NA
10866,5433,no,agreement,agreement,NA,NA
10867,5434,no,agreement,agreement,NA,NA
10868,5434,3,disagree,0,1,0
10869,5435,10,disagree,1,1,0
10870,5435,6,agree,2,0,0
10871,5436,10,agree,0,1,3
10872,5436,8,disagree,0,2,2
10873,5437,no,agreement,agreement,NA,NA
10874,5437,no,agreement,agreement,NA,NA
10875,5438,7,agree,1,0,1
10876,5438,7,agree,1,4,0
10877,5439,no,agreement,agreement,NA,NA
10878,5439,no,agreement,agreement,NA,NA
10879,5440,6,agree,0,1,2
10880,5440,7,agree,1,0,1
10881,5441,7,agree,2,0,1
10882,5441,6,agree,1,1,0
10883,5442,6,agree,3,1,0
10884,5442,6,agree,0,1,1
10885,5443,6,agree,1,2,0
10886,5443,7,agree,1,0,1
10887,5444,5,agree,1,0,2
10888,5444,5,agree,0,1,1
10889,5445,8,agree,0,0,4
10890,5445,6,agree,2,1,0
10891,5446,7,disagree,0,0,1
10892,5446,8,agree,3,1,0
10893,5447,6,agree,0,0,1
10894,5447,5,agree,1,0,1
10895,5448,6,agree,1,1,1
10896,5448,7,agree,0,1,1
10897,5449,6,agree,3,0,1
10898,5449,10,agree,0,1,2
10899,5450,8,agree,2,0,0
10900,5450,6,agree,0,1,2
10901,5451,9,agree,1,1,0
10902,5451,7,agree,1,0,3
10903,5452,7,agree,0,1,0
10904,5452,8,disagree,1,1,2
10905,5453,5,agree,0,0,1
10906,5453,6,agree,2,3,0
10907,5454,4,agree,1,2,0
10908,5454,8,agree,0,1,1
10909,5455,10,agree,1,1,0
10910,5455,6,agree,0,0,3
10911,5456,5,agree,2,3,0
10912,5456,10,agree,0,0,1
10913,5457,no,agreement,agreement,NA,NA
10914,5457,no,agreement,agreement,NA,NA
10915,5458,no,agreement,agreement,NA,NA
10916,5458,no,agreement,agreement,NA,NA
10917,5459,8,agree,0,1,2
10918,5459,4,agree,3,0,1
10919,5460,6,agree,0,2,3
10920,5460,7,agree,1,0,0
10921,5461,10,agree,1,0,1
10922,5461,4,agree,0,4,0
10923,5462,no,agreement,agreement,NA,NA
10924,5462,no,agreement,agreement,NA,NA
10925,5463,no,agreement,agreement,NA,NA
10926,5463,no,agreement,agreement,NA,NA
10927,5464,8,agree,2,0,0
10928,5464,6,agree,0,1,2
10929,5465,10,agree,0,1,2
10930,5465,9,agree,3,0,0
10931,5466,8,agree,2,1,0
10932,5466,5,agree,1,0,1
10933,5467,4,agree,2,0,2
10934,5467,6,agree,1,1,0
10935,5468,6,agree,0,2,2
10936,5468,6,agree,1,1,0
10937,5469,10,agree,1,0,2
10938,5469,6,agree,0,3,0
10939,5470,5,agree,1,1,0
10940,5470,8,agree,1,0,3
10941,5471,7,agree,4,0,1
10942,5471,8,agree,0,1,0
10943,5472,10,disagree,0,1,2
10944,5472,8,agree,0,2,1
10945,5473,6,agree,2,0,0
10946,5473,4,agree,1,1,0
10947,5474,7,agree,0,1,2
10948,5474,8,agree,0,2,1
10949,5475,7,agree,1,0,1
10950,5475,6,agree,0,0,3
10951,5476,10,agree,2,2,0
10952,5476,8,agree,2,0,0
10953,5477,10,agree,0,1,2
10954,5477,7,agree,0,2,1
10955,5478,5,agree,1,0,1
10956,5478,10,agree,0,2,0
10957,5479,8,agree,2,0,1
10958,5479,6,agree,3,0,0
10959,5480,10,agree,0,2,2
10960,5480,8,agree,2,0,0
10961,5481,10,agree,0,1,2
10962,5481,8,agree,2,0,1
10963,5482,8,agree,0,1,1
10964,5482,6,agree,0,1,2
10965,5483,6,agree,2,0,2
10966,5483,6,agree,2,1,0
10967,5484,10,agree,1,0,2
10968,5484,10,agree,0,1,1
10969,5485,9,agree,3,0,0
10970,5485,5,agree,0,1,3
10971,5486,7,agree,1,0,0
10972,5486,7,agree,2,0,1
10973,5487,6,agree,0,3,0
10974,5487,8,agree,2,0,1
10975,5488,8,agree,0,3,1
10976,5488,6,agree,0,0,1
10977,5489,10,agree,4,1,0
10978,5489,9,agree,3,0,1
10979,5490,9,agree,0,1,2
10980,5490,8,agree,0,1,1
10981,5491,8,agree,3,0,1
10982,5491,5,disagree,1,2,0
10983,5492,no,agreement,agreement,NA,NA
10984,5492,10,agree,1,0,0
10985,5493,8,agree,0,2,2
10986,5493,9,agree,0,0,3
10987,5494,10,agree,3,1,0
10988,5494,9,agree,1,0,1
10989,5495,6,agree,0,2,1
10990,5495,7,agree,2,1,0
10991,5496,5,agree,0,1,2
10992,5496,no,agreement,agreement,NA,NA
10993,5497,no,agreement,agreement,NA,NA
10994,5497,8,agree,2,0,1
10995,5498,6,agree,0,2,1
10996,5498,no,agreement,agreement,NA,NA
10997,5499,no,agreement,agreement,NA,NA
10998,5499,no,agreement,agreement,NA,NA
10999,5500,no,agreement,agreement,NA,NA
11000,5500,10,disagree,2,2,1
11001,5501,8,agree,0,1,2
11002,5501,5,agree,1,0,2
11003,5502,10,disagree,1,3,1
11004,5502,2,disagree,1,0,1
11005,5503,10,disagree,0,2,0
11006,5503,8,agree,3,0,1
11007,5504,9,agree,0,1,0
11008,5504,8,agree,4,0,0
11009,5505,10,agree,0,2,1
11010,5505,8,agree,1,1,1
11011,5506,7,agree,0,1,3
11012,5506,8,agree,4,2,0
11013,5507,6,agree,0,0,1
11014,5507,no,agreement,agreement,NA,NA
11015,5508,no,agreement,agreement,NA,NA
11016,5508,9,disagree,1,1,2
11017,5509,9,disagree,2,0,1
11018,5509,8,disagree,2,0,1
11019,5510,10,agree,0,1,3
11020,5510,9,agree,3,0,0
11021,5511,6,disagree,1,1,0
11022,5511,8,agree,1,1,1
11023,5512,6,agree,2,0,0
11024,5512,8,disagree,2,2,0
11025,5513,7,disagree,1,0,2
11026,5513,6,agree,0,0,2
11027,5514,10,agree,3,1,0
11028,5514,6,agree,1,0,1
11029,5515,9,agree,0,1,2
11030,5515,10,agree,1,0,2
11031,5516,6,agree,0,3,0
11032,5516,6,agree,3,0,0
11033,5517,10,agree,0,1,1
11034,5517,4,agree,0,0,2
11035,5518,8,agree,1,2,0
11036,5518,6,disagree,1,2,0
11037,5519,8,disagree,0,1,1
11038,5519,7,agree,1,0,0
11039,5520,6,agree,0,3,1
11040,5520,6,agree,0,3,2
11041,5521,5,agree,1,0,1
11042,5521,disconnect,agree,,NA,NA
11043,5522,disconnect,agree,,NA,NA
11044,5522,8,agree,0,1,2
11045,5523,5,agree,1,0,1
11046,5523,8,agree,0,0,2
11047,5524,8,agree,1,2,0
11048,5524,6,agree,0,1,2
11049,5525,8,agree,2,1,0
11050,5525,6,agree,1,1,0
11051,5526,8,agree,1,0,2
11052,5526,9,agree,0,0,3
11053,5527,10,agree,2,1,0
11054,5527,8,agree,0,2,0
11055,5528,6,agree,2,0,3
11056,5528,no,agreement,agreement,NA,NA
11057,5529,no,agreement,agreement,NA,NA
11058,5529,6,agree,0,0,3
11059,5530,10,agree,1,1,0
11060,5530,9,agree,2,1,0
11061,5531,8,agree,1,0,1
11062,5531,7,agree,0,3,2
11063,5532,6,agree,1,0,0
11064,5532,7,agree,1,1,0
11065,5533,6,agree,0,1,2
11066,5533,6,agree,0,2,0
11067,5534,8,agree,1,0,2
11068,5534,6,agree,4,0,1
11069,5535,7,agree,0,1,0
11070,5535,10,agree,1,1,0
11071,5536,9,agree,0,0,3
11072,5536,no,agreement,agreement,NA,NA
11073,5537,no,agreement,agreement,NA,NA
11074,5537,6,agree,1,2,0
11075,5538,7,agree,1,0,2
11076,5538,6,disagree,0,0,3
11077,5539,6,disagree,0,1,1
11078,5539,10,agree,2,1,0
11079,5540,8,agree,0,0,2
11080,5540,8,agree,2,2,0
11081,5541,8,agree,0,2,1
11082,5541,6,agree,4,0,2
11083,5542,10,agree,0,1,0
11084,5542,8,agree,0,2,1
11085,5543,8,agree,2,0,1
11086,5543,5,agree,2,1,0
11087,5544,8,agree,2,0,1
11088,5544,10,agree,1,3,0
11089,5545,4,agree,0,0,2
11090,5545,6,agree,0,0,2
11091,5546,6,agree,2,1,0
11092,5546,6,agree,3,0,0
11093,5547,4,agree,0,1,2
11094,5547,8,agree,2,3,0
11095,5548,8,agree,1,0,1
11096,5548,8,agree,0,1,1
11097,5549,8,agree,1,0,2
11098,5549,7,agree,1,1,0
11099,5550,8,agree,2,0,1
11100,5550,5,disagree,2,1,0
11101,5551,9,disagree,0,0,1
11102,5551,10,agree,0,2,1
11103,5552,6,agree,3,0,0
11104,5552,6,agree,0,2,2
